Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
56.26%;4.67%;22.27%;2.15%;0.55%;0.78%;0.23%;0.26%;0.09%;12.74%;235.1515117;64.0217667;22.79139058;725.6454434;85.66%;582.3129659;314.151929;55.5746298;34.92823715;0.034928237;8.697131051;33.01633804;15.83767821;400.8555987;541.2617549;561.8312904;409.3592751;;66.33695221;1.2;80.00%;97.86%;0.05;145.4137878;3;143.7583923;0.03;0.02;50.10139847;0.732721246;98.00%;2.220794201;0.1;0.1;2.5;80.00%;0.9;0.85;27787.3149;2476.225353;30263.54025;12.05869349;1000;0.2;800
59.63%;1.65%;15.67%;1.06%;0.34%;0.75%;0.13%;0.18%;0.08%;20.52%;238.1977667;63.94584407;28.5881875;702.0934904;83.22%;573.0943638;332.2868679;34.68922448;44.18578261;0.044185783;11.00225987;41.7671447;30.85371801;431.8416617;655.1033126;658.5205964;494.8674711;;54.43174362;1.2;80.00%;98.33%;0.05;145.0259552;3;141.6297607;0.03;0.02;67.35399628;0.82390563;98.00%;2.377900124;0.1;0.1;2.5;80.00%;0.9;0.85;17344.61224;3132.535853;20477.14809;36.18574865;1000;0.2;800
62.00%;7.82%;24.29%;0.66%;1.31%;0.76%;0.07%;0.49%;0.13%;2.47%;252.4808674;76.72714076;10.97822864;817.036192;101.55%;741.2387223;363.2560271;-7.663895548;15.60759669;0.015607597;3.886291575;14.75326928;3.748683078;401.6097052;379.8997547;435.4298265;288.7994245;;72.74020386;1.2;80.00%;99.84%;0.05;142.8055725;3;143.9535828;0.03;0.02;50.87812424;0.73937458;98.00%;2.649940014;0.1;0.1;2.5;80.00%;0.9;0.85;3831.947774;1106.495196;4938.44297;7.932328119;1000;0.2;800
57.19%;7.72%;24.96%;1.21%;0.33%;0.27%;0.14%;0.14%;0.05%;7.98%;262.4801381;59.87978239;47.18441954;901.2452686;78.97%;599.2259862;365.1964063;48.40331215;74.01860542;0.074018605;18.43063275;69.96698079;56.59984959;555.953105;805.8063857;700.8797801;607.9051329;;61.25160599;1.2;80.00%;94.56%;0.05;149.1248322;3;158.3401947;0.03;0.02;68.31157684;0.820700951;98.00%;2.320933104;0.1;0.1;2.5;80.00%;0.9;0.85;24201.65608;5247.523559;29449.17964;7.408793541;1000;0.2;800
57.25%;3.25%;24.52%;0.57%;1.05%;0.30%;0.29%;0.15%;0.09%;12.54%;242.1435921;77.63863559;46.56663111;765.6372254;90.70%;634.9197218;319.2439453;41.67409684;73.10896084;0.073108961;18.20413125;69.10712826;52.54760832;569.1914213;846.887515;683.9318919;638.6652044;;50.90524673;1.2;80.00%;100.00%;0.05;148.3410034;3;149.739975;0.03;0.02;51.52186584;0.734098712;98.00%;2.602938652;0.1;0.1;2.5;80.00%;0.9;0.85;20837.04842;5183.03462;26020.08304;17.62343516;1000;0.2;800
53.59%;5.89%;21.77%;0.52%;0.90%;0.45%;0.16%;0.12%;0.11%;16.49%;242.3799984;52.34881619;20.25502101;811.1098924;83.05%;581.9301334;349.5727877;50.94883935;30.76460449;0.030764604;7.660386517;29.08061397;6.954482114;385.4787171;569.3220405;639.0286327;430.5502984;;58.45127869;1.2;80.00%;100.00%;0.05;149.9632568;3;143.4414978;0.03;0.02;57.6121254;0.817896769;98.00%;2.985176563;0.1;0.1;2.5;80.00%;0.9;0.85;25474.41968;2181.046048;27655.46572;9.092117742;1000;0.2;800
51.36%;5.17%;21.40%;2.01%;0.74%;0.62%;0.02%;0.16%;0.09%;18.42%;226.8701235;77.38620433;35.82656032;970.8774299;97.92%;642.2540593;318.6975082;-4.137961398;55.81582896;0.055815829;13.89814141;52.76058649;39.78697858;507.4613646;656.2543141;560.1275093;495.7723484;;67.73730469;1.2;80.00%;100.00%;0.05;146.1088409;3;150.3351135;0.03;0.02;63.13004303;0.790180546;98.00%;2.602679253;0.1;0.1;2.5;80.00%;0.9;0.85;2068.980699;3957.043987;6026.024686;9.928522093;1000;0.2;800
60.98%;3.20%;15.13%;2.04%;0.95%;0.82%;0.19%;0.20%;0.08%;16.42%;217.4431186;53.89674263;31.46233445;750.684126;88.16%;554.2151969;306.8724167;59.47258038;48.98985843;0.048989858;12.19847475;46.30825539;29.87935023;440.7271675;642.0311907;612.9286727;484.724485;;68.5145874;1.2;80.00%;98.95%;0.05;149.9356232;3;146.3172455;0.03;0.02;55.8550148;0.762495716;98.00%;2.968225718;0.1;0.1;2.5;80.00%;0.9;0.85;29736.29019;3473.119154;33209.40934;19.07560318;1000;0.2;800
60.35%;5.49%;17.24%;2.67%;0.99%;0.89%;0.17%;0.14%;0.13%;11.93%;258.1592877;54.86410783;20.01307435;970.0105077;85.61%;638.9371811;369.3138639;46.21071923;30.27293982;0.03027294;7.537962015;28.61586201;11.80409119;409.7481465;458.6310913;516.2632738;347.597897;;55.10741043;1.2;80.00%;99.70%;0.05;142.2388306;3;142.7104034;0.03;0.02;53.53834534;0.798436197;98.00%;2.661306858;0.1;0.1;2.5;80.00%;0.9;0.85;23105.35961;2146.189651;25251.54926;11.00183805;1000;0.2;800
56.98%;2.78%;24.32%;2.28%;0.77%;0.69%;0.24%;0.51%;0.10%;11.33%;255.5206873;73.5719792;33.52756397;925.9155542;92.84%;685.8250441;361.3488302;10.35152668;51.95243911;0.051952439;12.93615734;49.10867057;35.51635812;513.0489622;608.6081185;542.6874024;460.1924464;;68.53961182;1.2;80.00%;99.16%;0.05;145.8992462;3;149.5736237;0.03;0.02;63.97163391;0.809104928;98.00%;2.817871094;0.1;0.1;2.5;80.00%;0.9;0.85;5175.763341;3683.150293;8858.913633;20.52247847;1000;0.2;800
60.35%;6.17%;18.82%;2.88%;1.26%;0.76%;0.17%;0.42%;0.09%;9.09%;241.2365771;64.7378736;17.52035396;908.6521407;95.75%;667.7615868;346.452544;41.36273389;26.29410978;0.02629411;6.547233336;24.85482486;8.904933572;408.1705509;589.7269669;626.3486508;445.861581;;71.96178436;1.2;80.00%;98.66%;0.05;140.3705139;3;158.7787018;0.03;0.02;65.75824738;0.758038165;98.00%;2.514601231;0.1;0.1;2.5;80.00%;0.9;0.85;20681.36694;1864.111864;22545.47881;9.780559215;1000;0.2;800
58.82%;4.61%;22.66%;2.20%;0.86%;0.42%;0.12%;0.45%;0.10%;9.76%;255.4998175;59.15602148;37.47992244;827.8213048;82.35%;608.2975064;355.7831484;80.70130259;58.43486301;0.058434863;14.55028089;55.23626005;40.2717795;501.6546453;681.3397525;627.0869146;514.51532;;55.47307587;1.2;80.00%;95.18%;0.05;140.8930511;3;158.7269745;0.03;0.02;54.16291809;0.748381049;98.00%;2.391473532;0.1;0.1;2.5;80.00%;0.9;0.85;40350.65129;4142.719504;44493.3708;12.7479912;1000;0.2;800
56.46%;7.82%;15.27%;0.42%;0.73%;0.32%;0.02%;0.23%;0.13%;18.60%;249.017974;71.6930655;28.33286463;787.4028263;84.97%;611.7421558;339.0599082;48.45263548;43.69523338;0.043695233;10.88011311;41.30344711;23.44333515;447.5865909;680.9627224;671.6266445;514.4379301;;72.68123627;1.2;80.00%;99.59%;0.05;149.621933;3;157.5817566;0.03;0.02;61.41450119;0.80626246;98.00%;2.106348038;0.1;0.1;2.5;80.00%;0.9;0.85;24226.31774;3097.758533;27324.07627;7.22047804;1000;0.2;800
60.98%;7.86%;14.44%;2.34%;1.02%;0.75%;0.28%;0.40%;0.01%;11.91%;239.0400525;75.75990285;47.17443561;705.785661;91.90%;635.0807019;329.7635398;19.9428671;74.05422596;0.074054226;18.43950226;70.00065153;56.0060281;572.5498207;648.2276343;491.4105082;489.8242453;;67.59470367;1.2;80.00%;99.72%;0.05;148.3563843;3;156.8913422;0.03;0.02;65.83682251;0.771332563;98.00%;2.465339184;0.1;0.1;2.5;80.00%;0.9;0.85;9971.433551;5250.048865;15221.48242;7.759945762;1000;0.2;800
57.21%;6.28%;24.17%;2.53%;0.71%;0.28%;0.10%;0.60%;0.03%;8.10%;258.1580764;57.23367011;47.40259763;819.6241928;81.59%;608.9404313;358.3016852;52.47606008;74.41699918;0.074416999;18.52983279;70.3435673;48.26299965;562.4305423;674.6854961;556.2818899;509.5649397;;56.69049454;1.2;80.00%;99.83%;0.05;145.0583801;3;142.4777222;0.03;0.02;69.18265533;0.747806939;98.00%;2.322717667;0.1;0.1;2.5;80.00%;0.9;0.85;26238.03004;5275.767548;31513.79759;9.102799767;1000;0.2;800
60.36%;1.79%;24.18%;1.41%;1.07%;0.46%;0.28%;0.17%;0.03%;10.24%;242.2141254;66.90150346;38.14197805;761.4674064;84.68%;592.948347;339.7479802;19.85570832;59.52091511;0.059520915;14.82070786;56.26286391;36.61809082;498.5045755;750.8468093;686.6202548;566.735736;;62.25159073;1.2;80.00%;99.68%;0.05;148.847702;3;144.4658813;0.03;0.02;66.5458374;0.729070185;98.00%;2.594094515;0.1;0.1;2.5;80.00%;0.9;0.85;9927.85416;4219.714794;14147.56895;33.78646744;1000;0.2;800
52.43%;3.95%;23.90%;2.81%;1.09%;0.26%;0.15%;0.09%;0.15%;15.16%;255.5569507;73.64625911;11.80493897;897.952531;89.52%;661.4102828;372.2941985;34.08732938;16.91959775;0.016919598;4.212979841;15.99345414;-3.773919197;370.0152845;510.7322843;613.5635007;386.957443;;74.31763458;1.2;80.00%;99.89%;0.05;140.6611786;3;143.3286743;0.03;0.02;58.22651291;0.74397075;98.00%;2.97663641;0.1;0.1;2.5;80.00%;0.9;0.85;17043.66469;1199.50906;18243.17375;13.27414916;1000;0.2;800
56.96%;3.89%;24.10%;1.05%;0.56%;0.72%;0.04%;0.39%;0.02%;12.27%;221.967014;90.14021264;24.44095991;995.7730663;96.48%;619.1102507;316.887524;21.18437968;37.4047597;0.03740476;9.313785165;35.35730089;23.46163087;427.355626;629.9394714;621.2184812;476.1753396;;74.84261322;1.2;80.00%;91.58%;0.05;149.263382;3;143.822403;0.03;0.02;57.92448044;0.787247894;98.00%;2.220061302;0.1;0.1;2.5;80.00%;0.9;0.85;10592.18984;2651.797567;13243.98741;14.62617146;1000;0.2;800
50.66%;3.13%;19.29%;2.86%;0.88%;0.65%;0.07%;0.13%;0.12%;22.20%;241.1386129;78.39639147;24.07047677;713.9813447;90.49%;630.8312632;317.938033;21.41100186;36.879177;0.036879177;9.182915073;34.8604875;23.35033691;430.5361168;682.3585979;671.0846454;515.3426393;;63.90340805;1.2;80.00%;98.48%;0.05;144.7964325;3;143.6880493;0.03;0.02;56.63568497;0.788719699;98.00%;2.042165279;0.1;0.1;2.5;80.00%;0.9;0.85;10705.50093;2614.536562;13320.03749;16.20111358;1000;0.2;800
57.97%;2.10%;20.87%;0.30%;1.36%;0.31%;0.22%;0.10%;0.07%;16.70%;214.4872068;63.49413839;19.46264308;601.1603402;93.90%;582.2762674;304.0971224;30.31698876;29.61431214;0.029614312;7.373963723;27.99328624;14.0083047;380.7987507;533.581401;566.5452666;403.547933;;59.05276489;1.2;80.00%;98.55%;0.05;144.5564117;3;148.9929199;0.03;0.02;66.6268158;0.794722761;98.00%;2.032631636;0.1;0.1;2.5;80.00%;0.9;0.85;15158.49438;2099.496468;17257.99085;27.60233621;1000;0.2;800
50.08%;7.58%;19.41%;1.56%;0.29%;0.58%;0.26%;0.49%;0.08%;19.66%;245.447855;58.1217977;13.53440495;645.6707577;92.18%;654.0825326;352.4762296;48.20663104;19.89108725;0.019891087;4.952880724;18.80229047;2.369150098;377.6755432;462.3112719;538.8308436;350.2836412;;70.16064453;1.2;80.00%;99.60%;0.05;148.1837463;3;152.9882355;0.03;0.02;54.86304474;0.743053561;98.00%;2.138871193;0.1;0.1;2.5;80.00%;0.9;0.85;24103.31552;1410.171785;25513.4873;6.60338647;1000;0.2;800
57.52%;2.59%;15.58%;1.72%;0.50%;0.46%;0.11%;0.14%;0.03%;21.36%;212.0290908;63.08721928;45.6337493;624.6880846;82.27%;504.2902712;290.6144839;51.84746921;71.82470622;0.071824706;17.88435185;67.89317107;61.91445006;504.2797385;728.2712649;617.6785877;549.456276;;58.33755112;1.2;80.00%;99.45%;0.05;141.9552002;3;140.3570557;0.03;0.02;60.2639122;0.802768308;98.00%;2.577642918;0.1;0.1;2.5;80.00%;0.9;0.85;25923.7346;5091.98783;31015.72243;22.2294617;1000;0.2;800
54.89%;6.19%;18.73%;1.54%;0.61%;0.75%;0.24%;0.48%;0.01%;16.56%;243.5184988;64.15115615;16.420071;836.3989225;95.14%;669.8039398;351.336975;7.356692157;24.50462915;0.024504629;6.101652659;23.16329668;5.623321111;402.0718314;418.4277579;466.4321828;317.4810446;;68.78363037;1.2;80.00%;98.10%;0.05;144.364975;3;143.7280121;0.03;0.02;54.16226196;0.776786685;98.00%;2.266205788;0.1;0.1;2.5;80.00%;0.9;0.85;3678.346078;1737.247251;5415.593329;8.867410435;1000;0.2;800
61.74%;7.76%;19.00%;1.75%;0.90%;0.29%;0.22%;0.45%;0.14%;7.76%;232.3739645;61.63410852;37.50800335;698.7739047;85.72%;575.8968682;320.2304973;44.72963362;58.6186456;0.058618646;14.59604276;55.40998277;45.92976272;487.5540329;662.0928575;592.524442;499.880535;;58.65736008;1.2;80.00%;97.09%;0.05;147.6822662;3;144.3296051;0.03;0.02;68.34139252;0.806269254;98.00%;2.116752863;0.1;0.1;2.5;80.00%;0.9;0.85;22364.81681;4155.748708;26520.56552;7.954822464;1000;0.2;800
53.21%;3.69%;20.48%;2.65%;0.75%;0.39%;0.25%;0.23%;0.08%;18.28%;261.3803491;61.42823716;46.83986446;708.3539242;84.81%;640.8758913;354.5385441;28.6174168;73.50003822;0.073500038;18.30150952;69.47679888;51.31911366;573.606016;751.0876258;614.9134299;566.7986989;;72.30744934;1.2;80.00%;99.93%;0.05;142.6730042;3;153.6600647;0.03;0.02;60.02527618;0.733775811;98.00%;2.787876606;0.1;0.1;2.5;80.00%;0.9;0.85;14308.7084;5210.759916;19519.46832;14.42771631;1000;0.2;800
61.48%;2.34%;18.01%;0.98%;1.05%;0.67%;0.02%;0.36%;0.13%;14.98%;225.2891941;57.75357989;22.79002414;839.3468306;84.89%;552.8946526;322.7286795;80.28956491;34.92913977;0.03492914;8.697355804;33.01719125;13.22209941;387.6596269;562.498565;606.3033326;425.2364332;;72.46183777;1.2;80.00%;96.21%;0.05;146.1730499;3;158.0480042;0.03;0.02;68.19690704;0.778254149;98.00%;2.736814499;0.1;0.1;2.5;80.00%;0.9;0.85;40144.78246;2476.289344;42621.0718;26.32908038;1000;0.2;800
54.54%;7.60%;24.24%;1.56%;1.41%;0.47%;0.01%;0.48%;0.12%;9.57%;260.2907804;73.64152264;15.01004335;937.8636043;91.93%;691.7598345;364.8111818;52.41655429;22.11404647;0.022114046;5.50639757;20.90356952;5.976897478;403.0162776;472.3743894;530.6651412;358.1223111;;67.2173996;1.2;80.00%;98.77%;0.05;143.7005005;3;152.9784851;0.03;0.02;60.61981201;0.734736154;98.00%;2.66622591;0.1;0.1;2.5;80.00%;0.9;0.85;26208.27714;1567.767714;27776.04486;7.177565971;1000;0.2;800
50.45%;6.04%;23.40%;1.32%;1.37%;0.69%;0.07%;0.10%;0.03%;16.52%;230.8993776;73.19649022;45.82667162;858.5903742;83.18%;555.2750514;316.007215;34.73885166;71.95992336;0.071959923;17.91802092;68.02098671;52.60959312;527.7577636;811.3552926;695.6594876;612.0828317;;53.924263;1.2;80.00%;98.18%;0.05;141.7946014;3;159.0598907;0.03;0.02;55.9376297;0.77541815;98.00%;2.709251165;0.1;0.1;2.5;80.00%;0.9;0.85;17369.42583;5101.574003;22470.99983;8.346955573;1000;0.2;800
60.59%;3.74%;16.79%;0.28%;1.03%;0.33%;0.26%;0.29%;0.15%;16.56%;213.6049226;73.61086162;36.63028895;823.6483852;91.09%;562.5058409;293.5718952;39.54945414;57.24377657;0.057243777;14.25370036;54.1103712;29.60113402;475.770704;717.6104325;638.1890271;541.6732327;;57.30833817;1.2;80.00%;99.88%;0.05;147.268631;3;156.5062866;0.03;0.02;50.22687149;0.798122144;98.00%;2.946601868;0.1;0.1;2.5;80.00%;0.9;0.85;19774.72707;4058.27784;23833.00491;16.21868617;1000;0.2;800
60.88%;4.48%;16.81%;1.20%;0.84%;0.49%;0.17%;0.24%;0.03%;14.86%;256.5087587;60.4491678;23.20332233;983.3758592;91.32%;677.2359012;368.6376905;37.44857181;35.37786753;0.035377868;8.809089016;33.44135659;14.47408654;446.8260853;469.5735552;484.0198269;355.9154954;;70.42591858;1.2;80.00%;100.00%;0.05;143.0643921;3;140.0105133;0.03;0.02;62.37776947;0.823470545;98.00%;2.099431515;0.1;0.1;2.5;80.00%;0.9;0.85;18724.28591;2508.101744;21232.38765;13.59040525;1000;0.2;800
53.74%;4.86%;18.26%;1.69%;0.59%;0.47%;0.14%;0.44%;0.13%;19.69%;257.7378545;64.04443984;27.59158429;712.5612917;94.30%;702.6904053;368.6664704;-6.823311394;42.421979;0.042421979;10.56307277;40.09988803;26.72926142;484.9335318;519.8412722;490.8208657;393.6078996;;63.29406738;1.2;80.00%;94.92%;0.05;142.895813;3;140.882843;0.03;0.02;57.67824936;0.766425918;98.00%;2.491737366;0.1;0.1;2.5;80.00%;0.9;0.85;3411.655697;3007.491602;6419.147299;11.0534131;1000;0.2;800
62.64%;5.05%;18.00%;2.35%;1.38%;0.78%;0.27%;0.17%;0.08%;9.29%;227.5154966;56.92413239;29.64555585;726.8999892;83.08%;546.4844459;307.2879505;46.66931426;46.04258562;0.046042586;11.46460382;43.52231017;30.83872128;426.324604;613.4120303;601.2001774;463.2770965;;55.29048538;1.2;80.00%;97.32%;0.05;149.3690033;3;148.3302765;0.03;0.02;53.97606659;0.789757183;98.00%;2.626044512;0.1;0.1;2.5;80.00%;0.9;0.85;23334.65713;3264.173263;26598.83039;12.41093443;1000;0.2;800
58.93%;3.46%;14.44%;2.95%;1.41%;0.27%;0.03%;0.26%;0.13%;18.12%;265.2103687;61.63427413;30.92087996;887.1565071;86.72%;664.9149072;368.4493448;33.54933498;47.80035707;0.047800357;11.90228891;45.18386487;25.51408788;487.9786949;613.7971023;583.38457;464.0069534;;53.66672134;1.2;80.00%;100.00%;0.05;142.7664948;3;146.7514801;0.03;0.02;59.79401016;0.807014126;98.00%;2.966121197;0.1;0.1;2.5;80.00%;0.9;0.85;16774.66749;3388.789865;20163.45735;17.04586241;1000;0.2;800
61.96%;3.56%;12.28%;0.84%;1.38%;0.57%;0.17%;0.55%;0.04%;18.66%;249.5112022;65.98131728;21.56470658;989.0849103;94.96%;685.0103306;359.5199557;27.01052268;32.74282846;0.032742828;8.152964287;30.95055408;10.65561935;439.9648883;458.1488318;470.8776274;347.2852791;;66.76837921;1.2;80.00%;99.71%;0.05;140.1829376;3;150.922287;0.03;0.02;58.77328873;0.779546894;98.00%;2.770474434;0.1;0.1;2.5;80.00%;0.9;0.85;13505.26134;2321.291556;15826.5529;17.41411462;1000;0.2;800
55.08%;4.12%;22.44%;0.58%;0.64%;0.43%;0.01%;0.23%;0.06%;16.41%;262.3417465;61.45515139;22.18766496;941.4241803;89.32%;677.4295;377.1745803;38.8298773;33.69854345;0.033698543;8.390937318;31.85395521;14.67186289;440.3861333;405.4460309;434.5378436;307.8457084;;56.8061142;1.2;80.00%;95.61%;0.05;147.1999054;3;145.9469147;0.03;0.02;59.82000351;0.784596129;98.00%;2.070376873;0.1;0.1;2.5;80.00%;0.9;0.85;19414.93865;2389.046641;21803.98529;13.36506055;1000;0.2;800
49.54%;4.44%;24.30%;0.80%;0.77%;0.44%;0.24%;0.46%;0.10%;18.91%;233.1913934;71.17271822;25.3803957;651.8136212;91.01%;613.5630144;319.4178226;19.51695108;39.0289358;0.039028936;9.718205014;36.89257297;25.49066361;430.6043;617.3197388;608.2660283;466.5479891;;53.27116394;1.2;80.00%;99.98%;0.05;146.7873077;3;143.849762;0.03;0.02;57.32974625;0.779426407;98.00%;2.136175871;0.1;0.1;2.5;80.00%;0.9;0.85;9758.475538;2766.942972;12525.41851;11.16764913;1000;0.2;800
57.95%;5.59%;16.50%;1.83%;0.81%;0.30%;0.18%;0.23%;0.01%;16.59%;209.7526327;62.68207568;27.14084577;622.2130048;91.77%;556.4719076;297.6044915;25.23514319;42.01368576;0.042013686;10.46140775;39.71394392;26.26896779;416.0062098;635.241163;625.0869172;479.7554338;;54.33914185;1.2;80.00%;100.00%;0.05;142.6187592;3;153.6827698;0.03;0.02;50.86535645;0.791261644;98.00%;2.025633812;0.1;0.1;2.5;80.00%;0.9;0.85;12617.5716;2978.545794;15596.11739;10.362789;1000;0.2;800
50.21%;3.55%;13.00%;1.31%;1.35%;0.64%;0.19%;0.06%;0.07%;29.62%;245.3653348;58.50335319;34.05673471;651.1166056;87.91%;623.5629001;347.0020824;65.02220351;52.96410931;0.052964109;13.18806322;50.06496404;35.67568039;488.1200252;576.055667;527.5616688;435.4750078;;74.85590363;1.2;80.00%;99.84%;0.05;146.4886475;3;147.0235748;0.03;0.02;58.66276932;0.820331389;98.00%;2.058048725;0.1;0.1;2.5;80.00%;0.9;0.85;32511.10176;3754.872303;36265.97406;14.12571648;1000;0.2;800
52.62%;3.90%;13.14%;0.84%;1.08%;0.75%;0.13%;0.13%;0.07%;27.33%;212.6005238;61.35009534;21.97003558;602.2459081;97.29%;597.9723829;304.0420412;7.619861827;33.66657743;0.033666577;8.382977779;31.82373895;11.05698996;403.6042616;416.5446264;423.9859867;315.8285007;;55.74914551;1.2;80.00%;97.30%;0.05;142.0180664;3;145.73909;0.03;0.02;64.33998871;0.784824385;98.00%;2.307906151;0.1;0.1;2.5;80.00%;0.9;0.85;3809.930913;2386.780421;6196.711334;13.48944394;1000;0.2;800
50.11%;5.20%;16.88%;0.45%;1.28%;0.56%;0.16%;0.25%;0.14%;24.96%;222.7763927;49.41791803;23.97314842;654.8022145;85.87%;553.0675475;310.3736696;45.73141925;36.94198626;0.036941986;9.19855458;34.91985871;19.93046057;395.0550593;450.9676851;475.7554593;341.4528231;;55.95955658;1.2;80.00%;99.18%;0.05;149.3376007;3;143.889801;0.03;0.02;61.18422318;0.755531995;98.00%;2.461813211;0.1;0.1;2.5;80.00%;0.9;0.85;22865.70962;2618.989403;25484.69903;9.640264929;1000;0.2;800
55.32%;3.64%;16.49%;2.40%;1.12%;0.40%;0.01%;0.57%;0.01%;20.03%;212.1727818;56.42974029;31.59524293;700.4640887;84.86%;520.500818;296.698286;42.30481306;49.23181242;0.049231812;12.25872129;46.53696533;29.34410291;426.3936971;553.0563263;532.5692135;418.0101385;;54.23527527;1.2;80.00%;100.00%;0.05;147.9338379;3;140.6497803;0.03;0.02;63.39208984;0.772269118;98.00%;2.632463932;0.1;0.1;2.5;80.00%;0.9;0.85;21152.40653;3490.2724;24642.67893;15.20586514;1000;0.2;800
53.32%;1.65%;16.42%;2.86%;1.03%;0.60%;0.23%;0.15%;0.09%;23.64%;234.2018992;62.14617248;22.54841914;828.4102228;90.36%;611.8136508;336.2900534;39.1143758;34.45279032;0.03445279;8.57874479;32.56691618;14.37654042;412.5477303;496.3526245;521.782827;375.7271347;;69.3833313;1.2;80.00%;100.00%;0.05;147.3477325;3;146.1171265;0.03;0.02;58.63800049;0.760952145;98.00%;2.973384857;0.1;0.1;2.5;80.00%;0.9;0.85;19557.1879;2442.518714;21999.70661;32.36235198;1000;0.2;800
52.89%;4.86%;18.92%;2.24%;0.40%;0.89%;0.17%;0.51%;0.06%;19.05%;225.7586504;66.87901049;10.84635025;928.0561627;94.16%;614.5644521;329.701072;51.43090549;15.60448521;0.015604485;3.885516818;14.75032812;0.009604701;343.3021919;402.7252392;498.148673;305.5642197;;63.82189178;1.2;80.00%;98.83%;0.05;147.9118347;3;146.8901978;0.03;0.02;61.34563446;0.785224907;98.00%;2.188211918;0.1;0.1;2.5;80.00%;0.9;0.85;25715.45274;1106.274609;26821.72735;10.88743954;1000;0.2;800
58.03%;6.39%;20.89%;0.44%;0.95%;0.63%;0.24%;0.26%;0.02%;12.15%;223.9101993;71.34027322;29.69694692;684.6412254;92.98%;601.9059533;313.8984675;28.15282782;46.00375087;0.046003751;11.45493397;43.48560115;37.36989746;451.8711294;608.9970838;571.7290963;460.2265221;;51.52705765;1.2;80.00%;99.73%;0.05;146.2142181;3;143.2843933;0.03;0.02;51.03753662;0.771733833;98.00%;2.278249502;0.1;0.1;2.5;80.00%;0.9;0.85;14076.41391;3261.420086;17337.834;9.080220591;1000;0.2;800
57.66%;4.60%;17.89%;1.11%;0.33%;0.76%;0.29%;0.50%;0.09%;16.78%;245.6993521;61.27522456;38.75666046;739.355518;85.27%;605.6769368;344.2623231;37.67787307;60.5274998;0.0605275;15.07134745;57.21435025;40.96636507;508.4902258;671.1066812;598.8660801;506.7926617;;62.71791077;1.2;80.00%;100.00%;0.05;142.4763489;3;155.0645905;0.03;0.02;65.13787842;0.819842545;98.00%;2.122060776;0.1;0.1;2.5;80.00%;0.9;0.85;18838.93653;4291.076269;23130.0128;12.53999046;1000;0.2;800
50.20%;4.46%;15.28%;0.47%;0.41%;0.81%;0.25%;0.23%;0.10%;27.80%;244.1236969;66.39942618;28.24410622;698.537413;95.24%;672.1701878;348.1312946;47.25749407;43.54696124;0.043546961;10.84319335;41.16329109;27.15951051;475.3592257;550.738245;514.7443977;416.6139933;;73.87359619;1.2;80.00%;98.74%;0.05;149.5326538;3;157.5681458;0.03;0.02;60.60328674;0.751673071;98.00%;2.730838299;0.1;0.1;2.5;80.00%;0.9;0.85;23628.74704;3087.246832;26715.99387;11.25397628;1000;0.2;800
