Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
50.83%;6.74%;18.34%;0.96%;1.11%;0.65%;0.30%;0.30%;0.05%;20.72%;215.2049274;61.5340751;40.6628119;4308.4203608;82.35%;512.3716596;289.9466502;40.2091375;63.8318043;0.2719587;15.8941193;60.3377840;39.4771832;655.0126028;677.8642180;418.3257749;511.6472128;;64.01841736;1.2;80.00%;96.73%;0.05;140.7314148;3;149.1401367;0.03;0.02;64.5933609;0.754397572;98.00%;2.076419115;0.1;0.1;2.5;80.00%;0.9;0.85;20104.5687689;4525.3337990;24629.9025679;7.5415430;1000;0.2;800
52.21%;2.33%;19.11%;1.30%;0.60%;0.45%;0.09%;0.40%;0.06%;23.44%;221.0475951;46.0648823;14.6884868;4635.4073189;87.63%;560.0168934;297.4752050;36.7902330;22.0664843;0.1795845;5.4945546;20.8586108;11.9169491;403.3196737;514.4905241;524.3985613;388.9951407;;73.34512329;1.2;80.00%;92.55%;0.05;141.3008575;3;142.6547241;0.03;0.02;50.75615311;0.821071412;98.00%;2.521018505;0.1;0.1;2.5;80.00%;0.9;0.85;18395.1165046;1564.3958088;19959.5123135;22.4077253;1000;0.2;800
58.29%;7.33%;23.73%;2.20%;0.27%;0.50%;0.05%;0.16%;0.03%;7.45%;246.7892036;62.5656199;44.2807578;6807.2814332;85.76%;611.8837104;343.4383905;45.4149036;69.4194548;0.1367461;17.2854442;65.6195781;50.4302304;736.9639083;786.3862923;481.5037156;593.3417178;;62.03958511;1.2;80.00%;99.84%;0.05;145.8184204;3;157.3437195;0.03;0.02;58.80586624;0.784438465;98.00%;2.871056557;0.1;0.1;2.5;80.00%;0.9;0.85;22707.4517962;4921.4683600;27628.9201562;7.9522510;1000;0.2;800
60.42%;2.84%;19.08%;1.46%;1.15%;0.86%;0.13%;0.10%;0.03%;13.92%;255.8072342;86.3379318;18.0394422;7186.4913164;93.72%;693.1296924;368.1899022;40.3134774;26.8964873;0.0204043;6.6972253;25.4242295;11.1760238;496.5144080;490.0282197;455.8031451;371.5472530;;69.70503998;1.2;80.00%;99.30%;0.05;146.9946442;3;155.5379028;0.03;0.02;65.96891022;0.747236380;98.00%;2.909759045;0.1;0.1;2.5;80.00%;0.9;0.85;20156.7387097;1906.8172091;22063.5559188;21.2746479;1000;0.2;800
52.30%;6.16%;19.59%;2.97%;1.44%;0.89%;0.28%;0.06%;0.14%;16.18%;221.4286387;64.4181160;37.3171431;5203.4279751;86.72%;555.1369224;309.7539848;38.6083027;58.3388597;0.1402711;14.5263761;55.1455118;32.6758825;638.7922606;680.4700905;452.3579197;513.6801159;;52.83466721;1.2;80.00%;99.97%;0.05;145.3970337;3;143.6757355;0.03;0.02;63.39870071;0.761022329;98.00%;2.393801451;0.1;0.1;2.5;80.00%;0.9;0.85;19304.1513660;4135.9133830;23440.0647491;8.4902597;1000;0.2;800
54.08%;7.82%;22.21%;2.62%;1.21%;0.64%;0.22%;0.58%;0.01%;10.62%;228.9648333;73.7316458;47.1314312;6422.1980064;83.67%;553.8211728;315.4954026;41.0677317;74.0600459;0.1291613;18.4409514;70.0061529;46.4258119;740.8891132;801.5972918;470.8938898;604.6382143;;64.34042358;1.2;80.00%;99.80%;0.05;149.0156708;3;144.9107208;0.03;0.02;68.3533783;0.733867866;98.00%;2.726649284;0.1;0.1;2.5;80.00%;0.9;0.85;20533.8658686;5250.4614700;25784.3273386;6.9156010;1000;0.2;800
49.16%;4.50%;23.55%;0.84%;1.01%;0.75%;0.02%;0.58%;0.14%;19.46%;208.1344527;43.6821010;27.4330513;4789.8856866;89.61%;539.2261426;295.0771943;40.5200171;42.6176735;0.2319430;10.6118007;40.2848706;24.2059532;527.9915763;634.2848498;511.3571310;478.7969743;;54.66385651;1.2;80.00%;100.00%;0.05;146.9300385;3;147.1095581;0.03;0.02;50.20169449;0.823470479;98.00%;2.557678699;0.1;0.1;2.5;80.00%;0.9;0.85;20260.0085503;3021.3652961;23281.3738464;10.9244444;1000;0.2;800
49.95%;1.59%;24.09%;1.23%;0.55%;0.28%;0.15%;0.09%;0.06%;22.01%;211.4791683;81.0231970;10.5071250;5111.7878212;96.00%;586.9603292;308.7158338;38.2769727;15.0582446;0.2350476;3.7495029;14.2339876;7.0077034;370.0622004;489.9142231;543.1571679;371.1516281;;59.31274033;1.2;80.00%;100.00%;0.05;149.2651978;3;153.1157227;0.03;0.02;69.63196564;0.726428074;98.00%;2.400828362;0.1;0.1;2.5;80.00%;0.9;0.85;19138.4863414;1067.5490713;20206.0354127;31.4150943;1000;0.2;800
50.97%;3.88%;12.55%;2.71%;1.35%;0.73%;0.16%;0.12%;0.07%;27.46%;215.7976618;52.6689618;23.8518184;5167.6515120;90.47%;564.3965406;305.7105455;38.1086079;36.7459051;0.1706339;9.1497304;34.7345107;17.0376663;501.5354731;455.5850118;368.3912685;344.9207992;;68.9172287;1.2;80.00%;99.12%;0.05;148.1243286;3;145.1537628;0.03;0.02;55.4392128;0.800390546;98.00%;2.616533518;0.1;0.1;2.5;80.00%;0.9;0.85;19054.3039612;2605.0882997;21659.3922609;13.1365979;1000;0.2;800
50.51%;7.97%;17.69%;0.90%;0.42%;0.56%;0.18%;0.27%;0.03%;21.46%;213.8501059;67.4569768;47.9258981;5147.0528463;82.13%;507.7840804;292.3353915;40.4026435;75.4806350;0.1770518;18.7946781;71.3489820;53.8220104;728.8177435;703.9770793;368.2049987;531.2015073;;59.14927292;1.2;80.00%;99.67%;0.05;146.6854706;3;140.2493134;0.03;0.02;68.2653656;0.734307501;98.00%;2.350691319;0.1;0.1;2.5;80.00%;0.9;0.85;20201.3217735;5351.1736466;25552.4954201;6.3375157;1000;0.2;800
60.29%;5.22%;19.29%;2.10%;0.62%;0.91%;0.27%;0.09%;0.15%;11.05%;255.2568380;81.9715854;32.0008701;5728.8952860;89.91%;663.5303027;362.0508165;41.6901285;49.4365012;0.0737763;12.3096888;46.7304499;32.4917057;630.6151392;618.2951496;439.0217547;467.6451630;;64.09911346;1.2;80.00%;99.79%;0.05;146.1497192;3;158.5395355;0.03;0.02;65.66764832;0.748866162;98.00%;2.274406433;0.1;0.1;2.5;80.00%;0.9;0.85;20845.0642357;3504.7837434;24349.8479792;11.5498084;1000;0.2;800
53.31%;5.56%;19.96%;1.02%;0.35%;0.40%;0.11%;0.43%;0.03%;18.84%;225.7047940;75.1915716;33.8492683;5032.9713382;87.65%;571.9332862;316.1640916;41.7749985;52.6565032;0.1882974;13.1114693;49.7741957;37.0910888;608.9849801;626.4860153;434.8895832;473.4367444;;57.9525032;1.2;80.00%;99.39%;0.05;142.7285309;3;151.34935;0.03;0.02;67.8900528;0.736425142;98.00%;2.218267918;0.1;0.1;2.5;80.00%;0.9;0.85;20887.4992663;3733.0646769;24620.5639432;9.5881295;1000;0.2;800
56.28%;3.02%;24.00%;1.08%;0.28%;0.74%;0.20%;0.42%;0.08%;13.91%;238.2792311;86.4353292;19.0296849;4847.5989226;93.25%;642.3857438;342.7599600;32.0166318;28.6011942;0.0000000;7.1216974;27.0356243;19.4274619;484.3827125;572.7175397;531.3299668;433.3325685;;66.06248474;1.2;80.00%;99.57%;0.05;149.3576355;3;140.9082184;0.03;0.02;68.7129364;0.731697297;98.00%;2.044908285;0.1;0.1;2.5;80.00%;0.9;0.85;16008.3158797;2027.6718209;18035.9877007;18.6357616;1000;0.2;800
49.91%;7.35%;23.67%;2.54%;1.42%;0.82%;0.19%;0.16%;0.08%;13.87%;211.3098156;55.1036349;44.2277917;4822.6710584;83.57%;510.5163933;291.2916782;41.7194762;69.6088667;0.2612261;17.3326078;65.7986220;41.3737235;691.6917257;796.4895217;499.2490652;600.5249438;;57.75947189;1.2;80.00%;100.00%;0.05;149.3249207;3;148.5825806;0.03;0.02;60.75577927;0.774610017;98.00%;2.353593826;0.1;0.1;2.5;80.00%;0.9;0.85;20859.7380849;4934.8966502;25794.6347352;6.7904762;1000;0.2;800
58.36%;7.19%;18.36%;2.68%;0.48%;0.43%;0.23%;0.05%;0.04%;12.19%;247.0855708;84.5322915;43.5458261;7306.2594584;85.82%;613.0062849;343.6103364;42.6082498;68.0935716;0.0991477;16.9552993;64.3662710;47.7457785;729.2276394;700.3117463;403.5202707;529.0196483;;54.49331284;1.2;80.00%;99.63%;0.05;141.4999237;3;153.4988556;0.03;0.02;69.60803223;0.726639346;98.00%;2.860595226;0.1;0.1;2.5;80.00%;0.9;0.85;21304.1248982;4827.4703286;26131.5952268;8.1168289;1000;0.2;800
56.25%;5.34%;17.56%;0.76%;1.23%;0.47%;0.27%;0.58%;0.02%;17.52%;238.1522166;58.2828895;32.5417758;5644.0171793;88.96%;612.5249777;336.1147429;39.1548461;50.5729725;0.0804898;12.5926702;47.8047131;28.4726644;614.4825948;574.3508585;391.8690929;434.1904903;;68.15117645;1.2;80.00%;99.70%;0.05;149.3524323;3;148.4321594;0.03;0.02;56.16308975;0.797064514;98.00%;2.549089432;0.1;0.1;2.5;80.00%;0.9;0.85;19577.4230593;3585.3534847;23162.7765439;10.5337079;1000;0.2;800
53.37%;1.52%;20.80%;1.22%;0.78%;0.49%;0.24%;0.40%;0.13%;21.06%;225.9588231;52.6376769;10.0368811;5873.7010385;96.03%;627.3516759;329.0700333;35.1396423;14.3953030;0.0741416;3.5844305;13.6073341;4.6654775;384.5975960;446.4803214;499.4232217;338.2387572;;65.6449585;1.2;80.00%;99.59%;0.05;148.4475403;3;144.8356018;0.03;0.02;51.53042603;0.817922510;98.00%;2.932343721;0.1;0.1;2.5;80.00%;0.9;0.85;17569.8211725;1020.5500556;18590.3712281;35.1118421;1000;0.2;800
62.61%;7.79%;22.69%;0.73%;0.33%;0.58%;0.04%;0.06%;0.10%;5.07%;265.0792938;58.9969818;47.0417873;5035.5843149;86.01%;659.1053262;369.4878499;20.9571260;73.7759281;0.0000000;18.3702061;69.7375871;53.2505722;787.2584944;768.7740970;430.6392827;580.1559364;;62.11193466;1.2;80.00%;99.94%;0.05;149.6048889;3;143.8851624;0.03;0.02;53.9007988;0.807391293;98.00%;2.023931026;0.1;0.1;2.5;80.00%;0.9;0.85;10478.5630247;5230.3190347;15708.8820594;8.0372272;1000;0.2;800
52.23%;7.78%;16.95%;0.85%;1.07%;0.88%;0.30%;0.10%;0.04%;19.81%;221.1322715;59.0751167;46.8080994;6200.9713508;83.38%;533.0611727;304.5685885;42.6820547;73.6812222;0.2737122;18.3466243;69.6480652;47.2588257;729.0048244;682.3606638;356.4079496;515.0884666;;51.32252502;1.2;80.00%;100.00%;0.05;147.4093628;3;155.4152679;0.03;0.02;61.73963547;0.769716391;98.00%;2.858725548;0.1;0.1;2.5;80.00%;0.9;0.85;21341.0273739;5223.6048896;26564.6322635;6.7133676;1000;0.2;800
56.98%;6.67%;15.00%;0.32%;0.28%;0.81%;0.07%;0.11%;0.15%;19.62%;241.2429031;68.6390541;40.4055460;6272.5236887;86.53%;603.4746989;336.6160224;43.2408031;63.1688627;0.1090882;15.7290468;59.7111304;45.6149572;692.2351093;591.8161676;328.3835767;447.4188308;;63.13875198;1.2;80.00%;99.66%;0.05;146.2608948;3;151.6200256;0.03;0.02;62.68350601;0.764830960;98.00%;2.658429623;0.1;0.1;2.5;80.00%;0.9;0.85;21620.4015642;4478.3347833;26098.7363475;8.5427286;1000;0.2;800
52.11%;1.89%;20.38%;1.70%;0.45%;0.83%;0.19%;0.38%;0.03%;22.04%;220.6242134;68.5824646;12.2505527;6247.2586967;94.98%;605.7872212;319.4829329;36.6816752;17.8994229;0.1370590;4.4569563;16.9196457;9.9601003;397.4405550;470.5623379;502.9722878;356.4702294;;69.11727142;1.2;80.00%;99.40%;0.05;148.6508789;3;147.3948669;0.03;0.02;62.51472092;0.765709894;98.00%;2.985382795;0.1;0.1;2.5;80.00%;0.9;0.85;18340.8375813;1268.9734243;19609.8110056;27.5714286;1000;0.2;800
51.95%;5.12%;20.25%;1.60%;0.68%;0.55%;0.11%;0.32%;0.04%;19.37%;219.9468027;64.3223116;31.1851567;5213.8256920;86.72%;551.4083281;303.8474940;39.5537212;48.4894418;0.1688737;12.0738710;45.8352306;31.2942400;572.2414484;632.6324134;469.9946262;477.8037059;;63.60070419;1.2;80.00%;97.63%;0.05;142.8525543;3;144.1941376;0.03;0.02;63.58908844;0.760017207;98.00%;2.478402138;0.1;0.1;2.5;80.00%;0.9;0.85;19776.8606080;3437.6422924;23214.5029004;10.1464844;1000;0.2;800
58.02%;7.32%;19.60%;0.60%;1.31%;0.31%;0.26%;0.06%;0.06%;12.46%;245.6460730;78.3662093;44.2820151;5039.1705905;85.83%;609.5146438;342.2746328;43.7943070;69.3247489;0.1599801;17.2618625;65.5300562;42.0384838;735.7381752;688.7794420;384.4309900;520.3425118;;53.89094925;1.2;80.00%;100.00%;0.05;149.7129974;3;159.2790222;0.03;0.02;67.09175873;0.740922572;98.00%;2.014402866;0.1;0.1;2.5;80.00%;0.9;0.85;21897.1534942;4914.7542149;26811.9077091;7.9262295;1000;0.2;800
59.18%;7.67%;17.06%;0.77%;0.40%;0.44%;0.05%;0.08%;0.09%;14.26%;250.5573009;58.0830047;46.2112347;5387.4868516;79.07%;572.7306206;324.5609214;43.1881461;72.6394568;0.1151766;18.0872247;68.6633239;51.8296135;739.9376786;731.9533492;409.7719010;552.2787218;;74.34832001;1.2;80.00%;92.49%;0.05;140.7342224;3;147.2312775;0.03;0.02;58.49621582;0.785905688;98.00%;2.389550209;0.1;0.1;2.5;80.00%;0.9;0.85;21594.0730339;5149.7492935;26743.8223274;7.7157757;1000;0.2;800
52.07%;7.97%;19.27%;0.61%;1.27%;0.92%;0.13%;0.15%;0.15%;17.46%;220.4548607;53.9787476;47.8644615;5881.6151246;78.85%;502.5238855;289.5474681;42.1541213;75.4806350;0.2396424;18.7946781;71.3489820;47.0220104;726.2709681;762.4452730;427.8262250;574.9285879;;70.51019287;1.2;80.00%;95.06%;0.05;142.1307373;3;145.6075287;0.03;0.02;60.60137558;0.775501597;98.00%;2.863693476;0.1;0.1;2.5;80.00%;0.9;0.85;21077.0606445;5351.1736466;26428.2342910;6.5332497;1000;0.2;800
53.23%;5.44%;12.31%;0.85%;1.47%;0.66%;0.05%;0.43%;0.06%;25.49%;225.3660887;66.3909912;33.1042454;4720.9721858;87.47%;569.9289540;314.6199774;39.8536598;51.5200320;0.1009677;12.8284880;48.6999325;27.2701300;600.4847897;503.6948212;319.3470846;381.1390431;;55.57294846;1.2;80.00%;98.92%;0.05;142.0512848;3;141.6091309;0.03;0.02;63.5218277;0.760281870;98.00%;2.161831379;0.1;0.1;2.5;80.00%;0.9;0.85;19926.8299237;3652.4949357;23579.3248594;9.7849265;1000;0.2;800
50.04%;5.83%;19.69%;2.03%;0.45%;0.25%;0.02%;0.19%;0.12%;21.37%;211.8602118;60.9436039;35.2668754;5436.1281607;79.78%;488.6551273;274.2467252;40.4253773;55.2135637;0.2627842;13.7481773;52.1912879;38.2282460;587.0245636;699.2583830;499.0448322;527.5677442;;72.83090973;1.2;80.00%;91.84%;0.05;140.6520386;3;141.6428223;0.03;0.02;66.0062027;0.746990977;98.00%;2.776357651;0.1;0.1;2.5;80.00%;0.9;0.85;20212.6886405;3914.3465947;24127.0352352;8.5831904;1000;0.2;800
51.02%;2.09%;15.74%;0.31%;0.91%;0.79%;0.24%;0.55%;0.01%;28.34%;216.0093527;77.0526567;13.4454781;5698.9107667;95.02%;593.3698874;313.9081721;37.1760276;19.7935417;0.1905765;4.9285919;18.7100844;7.7150316;404.2102913;380.8961656;402.1438665;289.3269539;;53.91612244;1.2;80.00%;99.99%;0.05;145.2089081;3;150.6467896;0.03;0.02;67.45864868;0.738922084;98.00%;2.66383791;0.1;0.1;2.5;80.00%;0.9;0.85;18588.0137915;1403.2563264;19991.2701178;24.4114833;1000;0.2;800
49.57%;2.15%;12.56%;2.42%;0.25%;0.54%;0.19%;0.38%;0.05%;31.89%;209.8703178;52.2816754;13.6618924;5073.4284296;93.34%;566.3379762;300.0760048;38.1814892;20.3617773;0.2690484;5.0700826;19.2472160;13.4255109;395.3211321;372.2472395;392.5929534;282.5029686;;68.93261719;1.2;80.00%;98.45%;0.05;144.9564514;3;153.0575409;0.03;0.02;55.03842926;0.802223876;98.00%;2.680068731;0.1;0.1;2.5;80.00%;0.9;0.85;19090.7445771;1443.5411970;20534.2857741;23.0558140;1000;0.2;800
54.70%;2.33%;17.79%;1.60%;0.31%;0.41%;0.10%;0.41%;0.09%;22.26%;231.5897999;56.9385713;14.8066848;4797.3492352;91.66%;613.6675556;325.1566810;39.1485820;22.0664843;0.1613790;5.4945546;20.8586108;14.2369491;428.1322901;467.4327972;472.4319195;354.0427466;;70.8289566;1.2;80.00%;96.59%;0.05;142.8407593;3;152.2922668;0.03;0.02;55.21268082;0.801366684;98.00%;2.347167969;0.1;0.1;2.5;80.00%;0.9;0.85;19574.2910058;1564.3958088;21138.6868146;23.4763948;1000;0.2;800
51.82%;6.28%;18.91%;2.68%;1.23%;0.68%;0.03%;0.40%;0.08%;17.88%;219.3964064;63.5301453;37.9946627;5945.8403128;84.59%;536.5578163;300.6450745;42.9771548;59.4753310;0.2433903;14.8093574;56.2197750;35.2168413;637.0608143;686.5826343;453.8994711;518.2795322;;67.60285187;1.2;80.00%;97.94%;0.05;143.8739471;3;150.621933;0.03;0.02;64.13726044;0.757149006;98.00%;2.79644537;0.1;0.1;2.5;80.00%;0.9;0.85;21488.5773874;4216.4831243;25705.0605116;8.2515924;1000;0.2;800
54.10%;2.07%;22.74%;1.15%;0.70%;0.65%;0.03%;0.32%;0.06%;18.18%;229.0495096;59.5145066;13.3000798;6182.0667681;94.27%;624.2174729;329.6059430;40.6439818;19.6041298;0.1821516;4.8814283;18.5310405;9.2515384;416.7359277;509.6445208;529.9614961;385.7958054;;62.18151093;1.2;80.00%;98.86%;0.05;142.2777557;3;156.3099365;0.03;0.02;56.24071884;0.796719983;98.00%;2.980804443;0.1;0.1;2.5;80.00%;0.9;0.85;20321.9909154;1389.8280362;21711.8189516;26.1352657;1000;0.2;800
58.62%;7.15%;13.41%;2.92%;1.29%;0.47%;0.08%;0.14%;0.09%;15.82%;248.1863633;57.3513633;43.2046883;5810.4138703;85.80%;615.6368180;344.6492767;43.0946369;67.7147479;0.0603604;16.8609722;64.0081833;40.9787922;727.6160167;627.6867834;333.1539847;474.1912137;;56.07154465;1.2;80.00%;99.41%;0.05;142.1036072;3;149.8914032;0.03;0.02;55.38643646;0.800684568;98.00%;2.500426531;0.1;0.1;2.5;80.00%;0.9;0.85;21547.3184308;4800.6137482;26347.9321790;8.1986014;1000;0.2;800
60.60%;6.16%;20.04%;2.04%;0.30%;0.48%;0.06%;0.54%;0.13%;9.65%;256.5693213;65.1861307;37.4546560;6363.4345723;87.89%;651.9075054;359.5713411;34.4198554;58.3388597;0.0000000;14.5263761;55.1455118;41.7958825;682.9935320;679.5338951;443.0363552;513.2554867;;69.12215424;1.2;80.00%;99.30%;0.05;148.5168457;3;146.4681244;0.03;0.02;57.9878273;0.788410742;98.00%;2.635486126;0.1;0.1;2.5;80.00%;0.9;0.85;17209.9276982;4135.9133830;21345.8410813;9.8376623;1000;0.2;800
59.12%;4.83%;20.78%;1.70%;0.43%;0.39%;0.29%;0.49%;0.02%;11.95%;250.3032719;74.1353361;29.6614451;5864.2933585;90.65%;655.9386625;356.6013802;40.4380820;45.7429695;0.0701774;11.3899994;43.2390945;31.2135897;602.9917033;610.7628286;456.1655360;461.8609755;;58.99536133;1.2;80.00%;100.00%;0.05;149.4324341;3;155.8940582;0.03;0.02;62.45172501;0.766027552;98.00%;2.429646492;0.1;0.1;2.5;80.00%;0.9;0.85;20219.0409966;3242.9320844;23461.9730810;12.2401656;1000;0.2;800
60.53%;2.36%;23.95%;2.61%;1.30%;0.55%;0.06%;0.52%;0.14%;7.98%;256.2729541;83.9871006;15.2199036;7151.0311282;95.25%;705.7143015;372.8138734;22.2845302;22.3506021;0.0000000;5.5652999;21.1271766;6.5321888;472.4282034;559.9662682;554.3883213;424.0002685;;55.18696594;1.2;80.00%;100.00%;0.05;149.6897583;3;147.7265472;0.03;0.02;64.32485199;0.756160623;98.00%;2.918086529;0.1;0.1;2.5;80.00%;0.9;0.85;11142.2650923;1584.5382442;12726.8033365;25.6483051;1000;0.2;800
61.95%;4.77%;20.57%;1.51%;0.80%;0.78%;0.17%;0.46%;0.12%;8.85%;262.2849745;76.0100835;29.3629690;7116.1509785;91.01%;690.0907444;373.9623715;34.4436128;45.1747339;0.0000000;11.2485087;42.7019629;27.8231103;614.7753414;610.2545331;456.4027164;461.5760209;;53.69211578;1.2;80.00%;99.84%;0.05;142.4540405;3;152.8181152;0.03;0.02;61.51843643;0.770859618;98.00%;2.843809843;0.1;0.1;2.5;80.00%;0.9;0.85;17221.8063939;3202.6472138;20424.4536077;12.9874214;1000;0.2;800
56.12%;1.79%;12.38%;2.27%;0.67%;0.48%;0.05%;0.49%;0.06%;25.70%;237.6018203;66.3084058;11.7069675;5296.4328673;93.91%;645.1110988;339.3280849;40.7573634;16.9523635;0.1635564;4.2211385;16.0244263;7.4826347;409.0891326;357.7442915;393.6262453;272.0204633;;74.65908051;1.2;80.00%;97.79%;0.05;145.0317078;3;158.4238281;0.03;0.02;58.9859314;0.783502784;98.00%;2.455985069;0.1;0.1;2.5;80.00%;0.9;0.85;20378.6816957;1201.8319733;21580.5136690;31.3519553;1000;0.2;800
60.91%;7.10%;24.15%;1.17%;0.82%;0.63%;0.16%;0.46%;0.02%;4.60%;257.8818046;83.5084080;43.0591008;5856.7342175;86.81%;647.2415537;360.8818951;44.5459818;67.2412182;0.0799871;16.7430633;63.5605736;44.3800594;739.3073769;771.2694402;477.1841259;582.3499019;;66.62512207;1.2;80.00%;99.94%;0.05;148.7874603;3;158.6994476;0.03;0.02;67.22889709;0.740219719;98.00%;2.234066486;0.1;0.1;2.5;80.00%;0.9;0.85;22272.9909154;4767.0430227;27040.0339381;8.5788732;1000;0.2;800
53.87%;3.13%;24.99%;2.50%;1.32%;0.38%;0.29%;0.43%;0.03%;13.06%;228.0757317;53.6782105;19.4846155;5325.9259163;90.71%;598.1127375;320.1970423;36.6927900;29.6429596;0.1348759;7.3810969;28.0203656;11.8966741;470.9506323;628.3989138;584.4767525;474.6429774;;72.17809296;1.2;80.00%;97.31%;0.05;145.3502045;3;147.4650116;0.03;0.02;54.00597382;0.806955259;98.00%;2.631445885;0.1;0.1;2.5;80.00%;0.9;0.85;18346.3949783;2101.5274170;20447.9223953;17.2108626;1000;0.2;800
60.04%;4.12%;24.88%;2.65%;0.85%;0.48%;0.12%;0.22%;0.09%;6.55%;254.1983837;60.0851928;25.4509722;5032.6980054;92.04%;676.3934031;364.3252133;24.4329343;39.0188477;0.0000000;9.7156931;36.8830371;22.7595838;568.0597933;655.4351128;543.0301643;495.2031828;;51.1375885;1.2;80.00%;99.95%;0.05;143.7958374;3;145.1091309;0.03;0.02;53.61998367;0.808652312;98.00%;2.182386637;0.1;0.1;2.5;80.00%;0.9;0.85;12216.4671559;2766.2277822;14982.6949380;14.5728155;1000;0.2;800
56.44%;3.85%;17.58%;2.98%;1.10%;0.53%;0.30%;0.22%;0.13%;16.86%;238.9566418;73.1327250;23.8547867;5897.3520950;91.86%;634.5894519;341.8492536;39.5833943;36.4617873;0.1350894;9.0789850;34.4659449;18.8224266;532.4351925;533.8823783;442.1574859;404.1539315;;63.59940338;1.2;80.00%;99.74%;0.05;145.9937592;3;156.5090027;0.03;0.02;63.15817261;0.762335795;98.00%;2.565989017;0.1;0.1;2.5;80.00%;0.9;0.85;19791.6971698;2584.9458644;22376.6430342;14.6597403;1000;0.2;800
60.38%;5.38%;16.70%;2.06%;0.47%;0.80%;0.29%;0.18%;0.08%;13.66%;255.6378815;69.6455904;32.8863175;5971.2980827;89.04%;658.0758035;359.7830600;20.0791753;50.9517963;0.0000000;12.6869973;48.1628009;34.8396507;638.0541076;588.6212735;399.4348088;445.1440787;;71.43697357;1.2;80.00%;99.10%;0.05;149.8052368;3;141.8408508;0.03;0.02;60.06057739;0.778219395;98.00%;2.470935822;0.1;0.1;2.5;80.00%;0.9;0.85;10039.5876578;3612.2100651;13651.7977229;11.2230483;1000;0.2;800
58.13%;6.64%;18.66%;1.26%;0.78%;0.46%;0.21%;0.58%;0.10%;13.17%;246.1117929;62.6297323;40.1808614;5331.5201981;82.40%;586.3223665;327.6360667;40.6296231;62.8847449;0.1021549;15.6583015;59.4425646;41.3997175;682.7768469;706.5897673;446.4847391;533.3460994;;73.10362244;1.2;80.00%;94.57%;0.05;142.3206329;3;147.1561584;0.03;0.02;60.39150238;0.776524898;98.00%;2.35476923;0.1;0.1;2.5;80.00%;0.9;0.85;20314.8115699;4458.1923480;24773.0039179;8.7545181;1000;0.2;800
50.05%;5.88%;15.74%;0.67%;1.02%;0.59%;0.22%;0.24%;0.13%;25.46%;211.9025500;59.2419609;35.6088986;4994.1568085;86.15%;527.7565191;294.5557532;39.6418062;55.6870934;0.2291221;13.8660862;52.6388976;34.0269788;608.6543156;571.1477777;363.3489217;431.5958654;;67.82936096;1.2;80.00%;99.27%;0.05;147.8233337;3;146.5984497;0.03;0.02;62.18911743;0.767313829;98.00%;2.441449881;0.1;0.1;2.5;80.00%;0.9;0.85;19820.9031181;3947.9173202;23768.8204383;8.5119048;1000;0.2;800
57.70%;7.95%;16.36%;1.28%;1.18%;0.34%;0.21%;0.19%;0.08%;14.72%;244.2912515;69.0511457;47.9389474;6207.3997778;84.58%;597.3806985;338.3881920;43.3119114;75.2912232;0.1165502;18.7475146;71.1699381;47.5985172;769.0466645;681.5711153;339.0428378;514.7339346;;51.55591583;1.2;80.00%;100.00%;0.05;147.6676178;3;153.1357269;0.03;0.02;63.26821518;0.761764736;98.00%;2.550947189;0.1;0.1;2.5;80.00%;0.9;0.85;21655.9557132;5337.7453564;26993.7010695;7.2578616;1000;0.2;800
